pokemon
abilities,attack,classfication,defense,hp,japanese_name,name,pokedex_number,sp_attack,sp_defense,speed,type1,type2
"['Sturdy', 'Soundproof']",42,Shield Pokémon,118,30,Tatetopsタテトプス,Shieldon,410,42,88,30,rock,steel
"['Sturdy', 'Soundproof']",52,Shield Pokémon,168,60,Toridepsトリデプス,Bastiodon,411,47,138,30,rock,steel
"['Shed Skin', 'Overcoat']",29,Bagworm Pokémon,45,40,Minomucchiミノムッチ,Burmy,412,29,45,36,bug,
"['Anticipation', 'Overcoat']",69,Bagworm Pokémon,95,60,Minomadam (kusaki No Mino)ミノマダム,Wormadam,413,69,95,36,bug,grass
"['Swarm', 'Tinted Lens']",94,Moth Pokémon,50,70,Gamaleガーメイル,Mothim,414,94,50,66,bug,flying
"['Honey Gather', 'Hustle']",30,Tiny Bee Pokémon,42,30,Mitsuhoneyミツハニー,Combee,415,30,42,70,bug,flying
"['Pressure', 'Unnerve']",80,Beehive Pokémon,102,70,Beequenビークイン,Vespiquen,416,80,102,40,bug,flying
"['Run Away', 'Pickup', 'Volt Absorb']",45,EleSquirrel Pokémon,70,60,Pachirisuパチリス,Pachirisu,417,45,90,95,electric,
"['Swift Swim', 'Water Veil']",65,Sea Weasel Pokémon,35,55,Buoyselブイゼル,Buizel,418,60,30,85,water,
"['Swift Swim', 'Water Veil']",105,Sea Weasel Pokémon,55,85,Floazelフローゼル,Floatzel,419,85,50,115,water,
['Chlorophyll'],35,Cherry Pokémon,45,45,Cherinboチェリンボ,Cherubi,420,62,53,35,grass,
['Flower Gift'],60,Blossom Pokémon,70,70,Cherrimチェリム,Cherrim,421,87,78,85,grass,
"['Sticky Hold', 'Storm Drain', 'Sand Force']",48,Sea Slug Pokémon,48,76,Karanakushiカラナクシ,Shellos,422,57,62,34,water,
"['Sticky Hold', 'Storm Drain', 'Sand Force']",83,Sea Slug Pokémon,68,111,Tritodonトリトドン,Gastrodon,423,92,82,39,water,ground
"['Technician', 'Pickup', 'Skill Link']",100,Long Tail Pokémon,66,75,Etebothエテボース,Ambipom,424,60,66,115,normal,
"['Aftermath', 'Unburden', 'Flare Boost']",50,Balloon Pokémon,34,90,Fuwanteフワンテ,Drifloon,425,60,44,70,ghost,flying
"['Aftermath', 'Unburden', 'Flare Boost']",80,Blimp Pokémon,44,150,Fuwarideフワライド,Drifblim,426,90,54,80,ghost,flying
"['Run Away', 'Klutz', 'Limber']",66,Rabbit Pokémon,44,55,Mimirolミミロル,Buneary,427,44,56,85,normal,
"['Cute Charm', 'Klutz', 'Limber']",136,Rabbit Pokémon,94,65,Mimilopミミロップ,Lopunny,428,54,96,135,normal,
['Levitate'],60,Magical Pokémon,60,60,Mumargiムウマージ,Mismagius,429,105,105,105,ghost,
"['Insomnia', 'Super Luck', 'Moxie']",125,Big Boss Pokémon,52,100,Dongkarasuドンカラス,Honchkrow,430,105,52,71,dark,flying
"['Limber', 'Own Tempo', 'Keen Eye']",55,Catty Pokémon,42,49,Nyarmarニャルマー,Glameow,431,42,37,85,normal,
"['Thick Fat', 'Own Tempo', 'Defiant']",82,Tiger Cat Pokémon,64,71,Bunyattoブニャット,Purugly,432,64,59,112,normal,
['Levitate'],30,Bell Pokémon,50,45,Lisyanリーシャン,Chingling,433,65,50,45,psychic,
"['Stench', 'Aftermath', 'Keen Eye']",63,Skunk Pokémon,47,63,Skunpuuスカンプー,Stunky,434,41,41,74,poison,dark
"['Stench', 'Aftermath', 'Keen Eye']",93,Skunk Pokémon,67,103,Skutankスカタンク,Skuntank,435,71,61,84,poison,dark
"['Levitate', 'Heatproof', 'Heavy Metal']",24,Bronze Pokémon,86,57,Dohmirrorドーミラー,Bronzor,436,24,86,23,steel,psychic
"['Levitate', 'Heatproof', 'Heavy Metal']",89,Bronze Bell Pokémon,116,67,Dohtakunドータクン,Bronzong,437,79,116,33,steel,psychic
"['Sturdy', 'Rock Head', 'Rattled']",80,Bonsai Pokémon,95,50,Usohachiウソハチ,Bonsly,438,10,45,10,rock,
"['Soundproof', 'Filter', 'Technician']",25,Mime Pokémon,45,20,Maneneマネネ,Mime Jr.,439,70,90,60,psychic,fairy
"['Natural Cure', 'Serene Grace', 'Friend Guard']",5,Playhouse Pokémon,5,100,Pinpukuピンプク,Happiny,440,15,65,30,normal,
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",65,Music Note Pokémon,45,76,Perapペラップ,Chatot,441,92,42,91,normal,flying
"['Pressure', 'Infiltrator']",92,Forbidden Pokémon,108,50,Mikarugeミカルゲ,Spiritomb,442,92,108,35,ghost,dark
"['Sand Veil', 'Rough Skin']",70,Land Shark Pokémon,45,58,Fukamaruフカマル,Gible,443,40,45,42,dragon,ground
"['Sand Veil', 'Rough Skin']",90,Cave Pokémon,65,68,Gabiteガバイト,Gabite,444,50,55,82,dragon,ground
"['Sand Veil', 'Rough Skin']",170,Mach Pokémon,115,108,Gaburiasガブリアス,Garchomp,445,120,95,92,dragon,ground
"['Pickup', 'Thick Fat', 'Gluttony']",85,Big Eater Pokémon,40,135,Gonbeゴンベ,Munchlax,446,40,85,5,normal,
"['Steadfast', 'Inner Focus', 'Prankster']",70,Emanation Pokémon,40,40,Rioluリオル,Riolu,447,35,40,60,fighting,
"['Steadfast', 'Inner Focus', 'Justified']",145,Aura Pokémon,88,70,Lucarioルカリオ,Lucario,448,140,70,112,fighting,steel
"['Sand Stream', 'Sand Force']",72,Hippo Pokémon,78,68,Hippopotasヒポポタス,Hippopotas,449,38,42,32,ground,
"['Sand Stream', 'Sand Force']",112,Heavyweight Pokémon,118,108,Kabaldonカバルドン,Hippowdon,450,68,72,47,ground,
"['Battle Armor', 'Sniper', 'Keen Eye']",50,Scorpion Pokémon,90,40,Scorupiスコルピ,Skorupi,451,30,55,65,poison,bug
"['Battle Armor', 'Sniper', 'Keen Eye']",90,Ogre Scorp Pokémon,110,70,Dorapionドラピオン,Drapion,452,60,75,95,poison,dark
"['Anticipation', 'Dry Skin', 'Poison Touch']",61,Toxic Mouth Pokémon,40,48,Gureggruグレッグル,Croagunk,453,61,40,50,poison,fighting
"['Anticipation', 'Dry Skin', 'Poison Touch']",106,Toxic Mouth Pokémon,65,83,Dokurogドクロッグ,Toxicroak,454,86,65,85,poison,fighting
['Levitate'],100,Bug Catcher Pokémon,72,74,Muskippaマスキッパ,Carnivine,455,90,72,46,grass,
"['Swift Swim', 'Storm Drain', 'Water Veil']",49,Wing Fish Pokémon,56,49,Keikouoケイコウオ,Finneon,456,49,61,66,water,
"['Swift Swim', 'Storm Drain', 'Water Veil']",69,Neon Pokémon,76,69,Neolantネオラント,Lumineon,457,69,86,91,water,
"['Swift Swim', 'Water Absorb', 'Water Veil']",20,Kite Pokémon,50,45,Tamantaタマンタ,Mantyke,458,60,120,50,water,flying
"['Snow Warning', 'Soundproof']",62,Frosted Tree Pokémon,50,60,Yukikaburiユキカブリ,Snover,459,62,60,40,grass,ice
"['Snow Warning', 'Soundproof']",132,Frosted Tree Pokémon,105,90,Yukinoohユキノオー,Abomasnow,460,132,105,30,grass,ice
"['Pressure', 'Pickpocket']",120,Sharp Claw Pokémon,65,70,Manyulaマニューラ,Weavile,461,45,85,125,dark,ice
"['Magnet Pull', 'Sturdy', 'Analytic']",70,Magnet Area Pokémon,115,70,Jibacoilジバコイル,Magnezone,462,130,90,60,electric,steel
"['Own Tempo', 'Oblivious', 'Cloud Nine']",85,Licking Pokémon,95,110,Berobeltベロベルト,Lickilicky,463,80,95,50,normal,
"['Lightningrod', 'Solid Rock', 'Reckless']",140,Drill Pokémon,130,115,Dosidonドサイドン,Rhyperior,464,55,55,40,ground,rock
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,Vine Pokémon,125,100,Mojumboモジャンボ,Tangrowth,465,110,50,50,grass,
"['Motor Drive', 'Vital Spirit']",123,Thunderbolt Pokémon,67,75,Elekibleエレキブル,Electivire,466,95,85,95,electric,
"['Flame Body', 'Vital Spirit']",95,Blast Pokémon,67,75,Booburnブーバーン,Magmortar,467,125,95,83,fire,
"['Hustle', 'Serene Grace', 'Super Luck']",50,Jubilee Pokémon,95,85,Togekissトゲキッス,Togekiss,468,120,115,80,fairy,flying
"['Speed Boost', 'Tinted Lens', 'Frisk']",76,Ogre Darner Pokémon,86,86,Megayanmaメガヤンマ,Yanmega,469,116,56,95,bug,flying
"['Leaf Guard', 'Chlorophyll']",110,Verdant Pokémon,130,65,Leafiaリーフィア,Leafeon,470,60,65,95,grass,
"['Snow Cloak', 'Ice Body']",60,Fresh Snow Pokémon,110,65,Glaciaグレイシア,Glaceon,471,130,95,65,ice,
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",95,Fang Scorp Pokémon,125,75,Glionグライオン,Gliscor,472,45,75,95,ground,flying
"['Oblivious', 'Snow Cloak', 'Thick Fat']",130,Twin Tusk Pokémon,80,110,Mammooマンムー,Mamoswine,473,70,60,80,ice,ground
"['Adaptability', 'Download', 'Analytic']",80,Virtual Pokémon,70,85,Porygon-zポリゴンＺ,Porygon-Z,474,135,75,90,normal,
"['Steadfast', 'Justified']",165,Blade Pokémon,95,68,Erureidoエルレイド,Gallade,475,65,115,110,psychic,fighting
"['Sturdy', 'Magnet Pull', 'Sand Force']",55,Compass Pokémon,145,60,Dainoseダイノーズ,Probopass,476,75,150,40,rock,steel
"['Pressure', 'Frisk']",100,Gripper Pokémon,135,45,Yonoirヨノワール,Dusknoir,477,65,135,45,ghost,
"['Snow Cloak', 'Cursed Body']",80,Snow Land Pokémon,70,70,Yukimenokoユキメノコ,Froslass,478,80,70,110,ice,ghost
['Levitate'],65,Plasma Pokémon,107,50,Rotomロトム,Rotom,479,105,107,86,electric,ghost
['Levitate'],75,Knowledge Pokémon,130,75,Yuxieユクシー,Uxie,480,75,130,95,psychic,
['Levitate'],105,Emotion Pokémon,105,80,Emritエムリット,Mesprit,481,105,105,80,psychic,
['Levitate'],125,Willpower Pokémon,70,75,Agnomeアグノム,Azelf,482,125,70,115,psychic,
"['Pressure', 'Telepathy']",120,Temporal Pokémon,120,100,Dialgaディアルガ,Dialga,483,150,100,90,steel,dragon
"['Pressure', 'Telepathy']",120,Spatial Pokémon,100,90,Palkiaパルキア,Palkia,484,150,120,100,water,dragon
"['Flash Fire', 'Flame Body']",90,Lava Dome Pokémon,106,91,Heatranヒードラン,Heatran,485,130,106,77,fire,steel
['Slow Start'],160,Colossal Pokémon,110,110,Regigigasレジギガス,Regigigas,486,80,110,100,normal,
"['Pressure', 'Telepathy', 'Levitate']",120,Renegade Pokémon,100,150,Giratina (another Forme)ギラティナ,Giratina,487,120,100,90,ghost,dragon
['Levitate'],70,Lunar Pokémon,120,120,Cresseliaクレセリア,Cresselia,488,75,130,85,psychic,
['Hydration'],80,Sea Drifter Pokémon,80,80,Phioneフィオネ,Phione,489,80,80,80,water,
['Hydration'],100,Seafaring Pokémon,100,100,Manaphyマナフィ,Manaphy,490,100,100,100,water,
['Bad Dreams'],90,Pitch-Black Pokémon,90,70,Darkraiダークライ,Darkrai,491,135,90,125,dark,
"['Natural Cure', 'Serene Grace']",103,Gratitude Pokémon,75,100,Shaymin (sky Forme)シェイミ,Shaymin,492,120,75,127,grass,grass
['Multitype'],120,Alpha Pokémon,120,120,Arceusアルセウス,Arceus,493,120,120,120,normal,
['Victory Star'],100,Victory Pokémon,100,100,Victiniビクティニ,Victini,494,100,100,100,psychic,fire
"['Overgrow', 'Contrary']",45,Grass Snake Pokémon,55,45,Tsutarjaツタージャ,Snivy,495,45,55,63,grass,
"['Overgrow', 'Contrary']",60,Grass Snake Pokémon,75,60,Janovyジャノビー,Servine,496,60,75,83,grass,
"['Overgrow', 'Contrary']",75,Regal Pokémon,95,75,Jalordaジャローダ,Serperior,497,75,95,113,grass,
"['Blaze', 'Thick Fat']",63,Fire Pig Pokémon,45,65,Pokabuポカブ,Tepig,498,45,45,45,fire,
"['Blaze', 'Thick Fat']",93,Fire Pig Pokémon,55,90,Chaobooチャオブー,Pignite,499,70,55,55,fire,fighting
"['Blaze', 'Reckless']",123,Mega Fire Pig Pokémon,65,110,Enbuohエンブオー,Emboar,500,100,65,65,fire,fighting
"['Torrent', 'Shell Armor']",55,Sea Otter Pokémon,45,55,Mijumaruミジュマル,Oshawott,501,63,45,45,water,
"['Torrent', 'Shell Armor']",75,Discipline Pokémon,60,75,Futachimaruフタチマル,Dewott,502,83,60,60,water,
"['Torrent', 'Shell Armor']",100,Formidable Pokémon,85,95,Daikenkiダイケンキ,Samurott,503,108,70,70,water,
"['Run Away', 'Keen Eye', 'Analytic']",55,Scout Pokémon,39,45,Minezumiミネズミ,Patrat,504,35,39,42,normal,
"['Illuminate', 'Keen Eye', 'Analytic']",85,Lookout Pokémon,69,60,Miruhogミルホッグ,Watchog,505,60,69,77,normal,
"['Vital Spirit', 'Pickup', 'Run Away']",60,Puppy Pokémon,45,45,Yorterrieヨーテリー,Lillipup,506,25,45,55,normal,
"['Intimidate', 'Sand Rush', 'Scrappy']",80,Loyal Dog Pokémon,65,65,Herderrieハーデリア,Herdier,507,35,65,60,normal,
"['Intimidate', 'Sand Rush', 'Scrappy']",110,Big-Hearted Pokémon,90,85,Moolandムーランド,Stoutland,508,45,90,80,normal,
"['Limber', 'Unburden', 'Prankster']",50,Devious Pokémon,37,41,Choronekoチョロネコ,Purrloin,509,50,37,66,dark,
"['Limber', 'Unburden', 'Prankster']",88,Cruel Pokémon,50,64,Lepardasレパルダス,Liepard,510,88,50,106,dark,
"['Gluttony', 'Overgrow']",53,Grass Monkey Pokémon,48,50,Yanappuヤナップ,Pansage,511,53,48,64,grass,
"['Gluttony', 'Overgrow']",98,Thorn Monkey Pokémon,63,75,Yanakkieヤナッキー,Simisage,512,98,63,101,grass,
"['Gluttony', 'Blaze']",53,High Temp Pokémon,48,50,Baoppuバオップ,Pansear,513,53,48,64,fire,
"['Gluttony', 'Blaze']",98,Ember Pokémon,63,75,Baokkieバオッキー,Simisear,514,98,63,101,fire,
"['Gluttony', 'Torrent']",53,Spray Pokémon,48,50,Hiyappuヒヤップ,Panpour,515,53,48,64,water,
"['Gluttony', 'Torrent']",98,Geyser Pokémon,63,75,Hiyakkieヒヤッキー,Simipour,516,98,63,101,water,
"['Forewarn', 'Synchronize', 'Telepathy']",25,Dream Eater Pokémon,45,76,Munnaムンナ,Munna,517,67,55,24,psychic,
"['Forewarn', 'Synchronize', 'Telepathy']",55,Drowsing Pokémon,85,116,Musharnaムシャーナ,Musharna,518,107,95,29,psychic,
"['Big Pecks', 'Super Luck', 'Rivalry']",55,Tiny Pigeon Pokémon,50,50,Mamepatoマメパト,Pidove,519,36,30,43,normal,flying
"['Big Pecks', 'Super Luck', 'Rivalry']",77,Wild Pigeon Pokémon,62,62,Hatobohハトーボー,Tranquill,520,50,42,65,normal,flying
"['Big Pecks', 'Super Luck', 'Rivalry']",115,Proud Pokémon,80,80,Kenhallowケンホロウ,Unfezant,521,65,55,93,normal,flying
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",60,Electrified Pokémon,32,45,Shimamaシママ,Blitzle,522,50,32,76,electric,
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",100,Thunderbolt Pokémon,63,75,Zebraikaゼブライカ,Zebstrika,523,80,63,116,electric,
"['Sturdy', 'Weak Armor', 'Sand Force']",75,Mantle Pokémon,85,55,Dangoroダンゴロ,Roggenrola,524,25,25,15,rock,
"['Sturdy', 'Weak Armor', 'Sand Force']",105,Ore Pokémon,105,70,Gantleガントル,Boldore,525,50,40,20,rock,
"['Sturdy', 'Sand Stream', 'Sand Force']",135,Compressed Pokémon,130,85,Gigaiathギガイアス,Gigalith,526,60,80,25,rock,
"['Unaware', 'Klutz', 'Simple']",45,Bat Pokémon,43,65,Koromoriコロモリ,Woobat,527,55,43,72,psychic,flying
"['Unaware', 'Klutz', 'Simple']",57,Courting Pokémon,55,67,Kokoromoriココロモリ,Swoobat,528,77,55,114,psychic,flying
"['Sand Rush', 'Sand Force', 'Mold Breaker']",85,Mole Pokémon,40,60,Mogurewモグリュー,Drilbur,529,30,45,68,ground,
"['Sand Rush', 'Sand Force', 'Mold Breaker']",135,Subterrene Pokémon,60,110,Doryuzuドリュウズ,Excadrill,530,50,65,88,ground,steel
"['Healer', 'Regenerator', 'Klutz']",60,Hearing Pokémon,126,103,Tabunneタブンネ,Audino,531,80,126,50,normal,
"['Guts', 'Sheer Force', 'Iron Fist']",80,Muscular Pokémon,55,75,Dokkorerドッコラー,Timburr,532,25,35,35,fighting,
"['Guts', 'Sheer Force', 'Iron Fist']",105,Muscular Pokémon,85,85,Dotekkotsuドテッコツ,Gurdurr,533,40,50,40,fighting,
"['Guts', 'Sheer Force', 'Iron Fist']",140,Muscular Pokémon,95,105,Roubushinローブシン,Conkeldurr,534,55,65,45,fighting,
"['Swift Swim', 'Hydration', 'Water Absorb']",50,Tadpole Pokémon,40,50,Otamaroオタマロ,Tympole,535,50,40,64,water,
"['Swift Swim', 'Hydration', 'Water Absorb']",65,Vibration Pokémon,55,75,Gamagaruガマガル,Palpitoad,536,65,55,69,water,ground
"['Swift Swim', 'Poison Touch', 'Water Absorb']",95,Vibration Pokémon,75,105,Gamagerogeガマゲロゲ,Seismitoad,537,85,75,74,water,ground
"['Guts', 'Inner Focus', 'Mold Breaker']",100,Judo Pokémon,85,120,Nagekiナゲキ,Throh,538,30,85,45,fighting,
"['Sturdy', 'Inner Focus', 'Mold Breaker']",125,Karate Pokémon,75,75,Dagekiダゲキ,Sawk,539,30,75,85,fighting,
"['Swarm', 'Chlorophyll', 'Overcoat']",53,Sewing Pokémon,70,45,Kurumiruクルミル,Sewaddle,540,40,60,42,bug,grass
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",63,Leaf-Wrapped Pokémon,90,55,Kurumayuクルマユ,Swadloon,541,50,80,42,bug,grass
"['Swarm', 'Chlorophyll', 'Overcoat']",103,Nurturing Pokémon,80,75,Hahakomoriハハコモリ,Leavanny,542,70,80,92,bug,grass
"['Poison Point', 'Swarm', 'Speed Boost']",45,Centipede Pokémon,59,30,Fushideフシデ,Venipede,543,30,39,57,bug,poison
"['Poison Point', 'Swarm', 'Speed Boost']",55,Curlipede Pokémon,99,40,Wheegaホイーガ,Whirlipede,544,40,79,47,bug,poison
"['Poison Point', 'Swarm', 'Speed Boost']",100,Megapede Pokémon,89,60,Pendrorペンドラー,Scolipede,545,55,69,112,bug,poison
"['Prankster', 'Infiltrator', 'Chlorophyll']",27,Cotton Puff Pokémon,60,40,Monmenモンメン,Cottonee,546,37,50,66,grass,fairy
"['Prankster', 'Infiltrator', 'Chlorophyll']",67,Windveiled Pokémon,85,60,Elfuunエルフーン,Whimsicott,547,77,75,116,grass,fairy
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",35,Bulb Pokémon,50,45,Churineチュリネ,Petilil,548,70,50,30,grass,
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",60,Flowering Pokémon,75,70,Dredearドレディア,Lilligant,549,110,75,90,grass,
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",92,Hostile Pokémon,65,70,Bassraoバスラオ,Basculin,550,80,55,98,water,
"['Intimidate', 'Moxie', 'Anger Point']",72,Desert Croc Pokémon,35,50,Megurocoメグロコ,Sandile,551,35,35,65,ground,dark
"['Intimidate', 'Moxie', 'Anger Point']",82,Desert Croc Pokémon,45,60,Waruvileワルビル,Krokorok,552,45,45,74,ground,dark
"['Intimidate', 'Moxie', 'Anger Point']",117,Intimidation Pokémon,80,95,Waruvialワルビアル,Krookodile,553,65,70,92,ground,dark
"['Hustle', 'Inner Focus']",90,Zen Charm Pokémon,45,70,Darumakkaダルマッカ,Darumaka,554,15,45,50,fire,
"['Sheer Force', 'Zen Mode']",30,Blazing Pokémon,105,105,Hihidarumaヒヒダルマ,Darmanitan,555,140,105,55,fire,fire
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",86,Cactus Pokémon,67,75,Maracacchiマラカッチ,Maractus,556,106,67,60,grass,
"['Sturdy', 'Shell Armor', 'Weak Armor']",65,Rock Inn Pokémon,85,50,Ishizumaiイシズマイ,Dwebble,557,35,35,55,bug,rock
"['Sturdy', 'Shell Armor', 'Weak Armor']",105,Stone Home Pokémon,125,70,Iwapalaceイワパレス,Crustle,558,65,75,45,bug,rock
"['Shed Skin', 'Moxie', 'Intimidate']",75,Shedding Pokémon,70,50,Zurugguズルッグ,Scraggy,559,35,70,48,dark,fighting
"['Shed Skin', 'Moxie', 'Intimidate']",90,Hoodlum Pokémon,115,65,Zuruzukinズルズキン,Scrafty,560,45,115,58,dark,fighting
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",58,Avianoid Pokémon,80,72,Symbolerシンボラー,Sigilyph,561,103,80,97,psychic,flying
['Mummy'],30,Spirit Pokémon,85,38,Desumasuデスマス,Yamask,562,55,65,30,ghost,
['Mummy'],50,Coffin Pokémon,145,58,Desukarnデスカーン,Cofagrigus,563,95,105,30,ghost,
"['Solid Rock', 'Sturdy', 'Swift Swim']",78,Prototurtle Pokémon,103,54,Protogaプロトーガ,Tirtouga,564,53,45,22,water,rock
"['Solid Rock', 'Sturdy', 'Swift Swim']",108,Prototurtle Pokémon,133,74,Abagouraアバゴーラ,Carracosta,565,83,65,32,water,rock
['Defeatist'],112,First Bird Pokémon,45,55,Archenアーケン,Archen,566,74,45,70,rock,flying
['Defeatist'],140,First Bird Pokémon,65,75,Archeosアーケオス,Archeops,567,112,65,110,rock,flying
"['Stench', 'Sticky Hold', 'Aftermath']",50,Trash Bag Pokémon,62,50,Yabukuronヤブクロン,Trubbish,568,40,62,65,poison,
"['Stench', 'Weak Armor', 'Aftermath']",95,Trash Heap Pokémon,82,80,Dustdasダストダス,Garbodor,569,60,82,75,poison,
['Illusion'],65,Tricky Fox Pokémon,40,40,Zoruaゾロア,Zorua,570,80,40,65,dark,
['Illusion'],105,Illusion Fox Pokémon,60,60,Zoroarkゾロアーク,Zoroark,571,120,60,105,dark,
"['Cute Charm', 'Technician', 'Skill Link']",50,Chinchilla Pokémon,40,55,Chillarmyチラーミィ,Minccino,572,40,40,75,normal,
"['Cute Charm', 'Technician', 'Skill Link']",95,Scarf Pokémon,60,75,Chillaccinoチラチーノ,Cinccino,573,65,60,115,normal,
"['Frisk', 'Competitive', 'Shadow Tag']",30,Fixation Pokémon,50,45,Gothimuゴチム,Gothita,574,55,65,45,psychic,
"['Frisk', 'Competitive', 'Shadow Tag']",45,Manipulate Pokémon,70,60,Gothimiruゴチミル,Gothorita,575,75,85,55,psychic,
"['Frisk', 'Competitive', 'Shadow Tag']",55,Astral Body Pokémon,95,70,Gothiruselleゴチルゼル,Gothitelle,576,95,110,65,psychic,
"['Overcoat', 'Magic Guard', 'Regenerator']",30,Cell Pokémon,40,45,Uniranユニラン,Solosis,577,105,50,20,psychic,
"['Overcoat', 'Magic Guard', 'Regenerator']",40,Mitosis Pokémon,50,65,Doublanダブラン,Duosion,578,125,60,30,psychic,
"['Overcoat', 'Magic Guard', 'Regenerator']",65,Multiplying Pokémon,75,110,Lanculusランクルス,Reuniclus,579,125,85,30,psychic,
"['Keen Eye', 'Big Pecks', 'Hydration']",44,Water Bird Pokémon,50,62,Koaruhieコアルヒー,Ducklett,580,44,50,55,water,flying
"['Keen Eye', 'Big Pecks', 'Hydration']",87,White Bird Pokémon,63,75,Swannaスワンナ,Swanna,581,87,63,98,water,flying
"['Ice Body', 'Snow Cloak', 'Weak Armor']",50,Fresh Snow Pokémon,50,36,Vanipetiバニプッチ,Vanillite,582,65,60,44,ice,
"['Ice Body', 'Snow Cloak', 'Weak Armor']",65,Icy Snow Pokémon,65,51,Vanirichバニリッチ,Vanillish,583,80,75,59,ice,
"['Ice Body', 'Snow Warning', 'Weak Armor']",95,Snowstorm Pokémon,85,71,Baivanillaバイバニラ,Vanilluxe,584,110,95,79,ice,
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,Season Pokémon,50,60,Shikijikaシキジカ,Deerling,585,40,50,75,normal,grass
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",100,Season Pokémon,70,80,Mebukijikaメブキジカ,Sawsbuck,586,60,70,95,normal,grass
"['Static', 'Motor Drive']",75,Sky Squirrel Pokémon,60,55,Emongaエモンガ,Emolga,587,75,60,103,electric,flying
"['Swarm', 'Shed Skin', 'No Guard']",75,Clamping Pokémon,45,50,Kaburumoカブルモ,Karrablast,588,40,45,60,bug,
"['Swarm', 'Shell Armor', 'Overcoat']",135,Cavalry Pokémon,105,70,Chevargoシュバルゴ,Escavalier,589,60,105,20,bug,steel
"['Effect Spore', 'Regenerator']",55,Mushroom Pokémon,45,69,Tamagetakeタマゲタケ,Foongus,590,55,55,15,grass,poison
"['Effect Spore', 'Regenerator']",85,Mushroom Pokémon,70,114,Morobareruモロバレル,Amoonguss,591,85,80,30,grass,poison
"['Water Absorb', 'Cursed Body', 'Damp']",40,Floating Pokémon,50,55,Pururillプルリル,Frillish,592,65,85,40,water,ghost
"['Water Absorb', 'Cursed Body', 'Damp']",60,Floating Pokémon,70,100,Burungelブルンゲル,Jellicent,593,85,105,60,water,ghost
"['Healer', 'Hydration', 'Regenerator']",75,Caring Pokémon,80,165,Mamanbouママンボウ,Alomomola,594,40,45,65,water,
"['Compoundeyes', 'Unnerve', 'Swarm']",47,Attaching Pokémon,50,50,Bachuruバチュル,Joltik,595,57,50,65,bug,electric
"['Compoundeyes', 'Unnerve', 'Swarm']",77,EleSpider Pokémon,60,70,Dentulaデンチュラ,Galvantula,596,97,60,108,bug,electric
['Iron Barbs'],50,Thorn Seed Pokémon,91,44,Tesseedテッシード,Ferroseed,597,24,86,10,grass,steel
"['Iron Barbs', 'Anticipation']",94,Thorn Pod Pokémon,131,74,Nutreyナットレイ,Ferrothorn,598,54,116,20,grass,steel
"['Plus', 'Minus', 'Clear Body']",55,Gear Pokémon,70,40,Giaruギアル,Klink,599,45,60,30,steel,
"['Plus', 'Minus', 'Clear Body']",80,Gear Pokémon,95,60,Gigiaruギギアル,Klang,600,70,85,50,steel,
"['Plus', 'Minus', 'Clear Body']",100,Gear Pokémon,115,60,Gigigiaruギギギアル,Klinklang,601,70,85,90,steel,
['Levitate'],55,EleFish Pokémon,40,35,Shibishirasuシビシラス,Tynamo,602,45,40,60,electric,
['Levitate'],85,EleFish Pokémon,70,65,Shibibeelシビビール,Eelektrik,603,75,70,40,electric,
['Levitate'],115,EleFish Pokémon,80,85,Shibirudonシビルドン,Eelektross,604,105,80,50,electric,
"['Telepathy', 'Synchronize', 'Analytic']",55,Cerebral Pokémon,55,55,Ligrayリグレー,Elgyem,605,85,55,30,psychic,
"['Telepathy', 'Synchronize', 'Analytic']",75,Cerebral Pokémon,75,75,Ohbemオーベム,Beheeyem,606,125,95,40,psychic,
"['Flash Fire', 'Flame Body', 'Infiltrator']",30,Candle Pokémon,55,50,Hitomoshiヒトモシ,Litwick,607,65,55,20,ghost,fire
"['Flash Fire', 'Flame Body', 'Infiltrator']",40,Lamp Pokémon,60,60,Lamplerランプラー,Lampent,608,95,60,55,ghost,fire
"['Flash Fire', 'Flame Body', 'Infiltrator']",55,Luring Pokémon,90,60,Chandelaシャンデラ,Chandelure,609,145,90,80,ghost,fire
"['Rivalry', 'Mold Breaker', 'Unnerve']",87,Tusk Pokémon,60,46,Kibagoキバゴ,Axew,610,30,40,57,dragon,
"['Rivalry', 'Mold Breaker', 'Unnerve']",117,Axe Jaw Pokémon,70,66,Onondoオノンド,Fraxure,611,40,50,67,dragon,
"['Rivalry', 'Mold Breaker', 'Unnerve']",147,Axe Jaw Pokémon,90,76,Ononokusオノノクス,Haxorus,612,60,70,97,dragon,
